order_id,sale_date,sale_time,product_name,category,unit_price,quantity,discount_pct,discount_amount,total_amount,city,sales_channel,payment_method,status,sales_rep_id
14A397AF-CC7,2025-11-17,03:50:38,Tai nghe Sony WH-1000XM5,Electronics,8089202,5,15,6066901,34379109,Hải Phòng,Mobile App,COD,Pending,REP010
AD84941E-5CF,2025-08-20,07:21:52,Tủ lạnh LG 300L,Appliances,12327972,2,10,2465594,22190350,Huế,Reseller,Cash,Completed,REP012
3C3D5151-6C6,2025-12-05,05:38:51,Sách kinh doanh khởi nghiệp,Books,188476,1,0,0,188476,Hà Nội,Reseller,Bank Transfer,Completed,REP012
1729C31B-19C,2025-07-20,09:08:21,Bàn làm việc gỗ,Furniture,2263358,5,0,0,11316790,Nha Trang,Reseller,Cash,Completed,REP005
E393F1D1-FFE,2025-12-16,03:38:00,Máy giặt Samsung 9kg,Appliances,12333212,2,0,0,24666424,Đà Nẵng,Mobile App,Credit Card,Cancelled,REP013
CBC5999D-430,2025-09-17,22:25:42,Sách kinh doanh khởi nghiệp,Books,215031,3,5,32254,612839,Huế,In-Store,Credit Card,Completed,REP016
6859D6EE-8F5,2026-06-20,13:16:46,Bàn làm việc gỗ,Furniture,3040040,5,5,760010,14440190,Hà Nội,Reseller,Bank Transfer,Completed,REP018
3D11D325-254,2026-04-05,01:59:14,iPhone 15 Pro,Electronics,29807958,1,0,0,29807958,Huế,In-Store,E-Wallet,Pending,REP012
ED7952AA-AB6,2025-11-19,17:07:01,Mỹ phẩm Innisfree,Beauty,366219,5,0,0,1831095,Biên Hòa,Reseller,Credit Card,Pending,REP008
96162F52-C8C,2026-01-29,01:31:36,Giày Nike Air Max,Footwear,3331004,2,0,0,6662008,Biên Hòa,Reseller,Bank Transfer,Completed,REP016
ED1523E0-E79,2025-10-02,14:01:49,Mỹ phẩm Innisfree,Beauty,330532,4,20,264425,1057703,Quy Nhơn,Reseller,Cash,Cancelled,REP015
946A76E8-FCE,2025-12-14,11:40:13,Samsung Galaxy S24,Electronics,20991465,5,15,15743598,89213727,TP. Hồ Chí Minh,Reseller,E-Wallet,Cancelled,REP006
E553A094-4A0,2026-01-13,15:14:59,Laptop Dell XPS 15,Electronics,35788878,4,20,28631102,114524410,Vũng Tàu,Reseller,Credit Card,Pending,REP001
698124F0-AE4,2025-11-16,00:04:05,Mỹ phẩm Innisfree,Beauty,313639,2,5,31363,595915,Cần Thơ,Mobile App,Bank Transfer,Completed,REP008
BA7AC5A9-2D0,2026-03-03,15:29:01,Tủ lạnh LG 300L,Appliances,12270738,2,0,0,24541476,Huế,In-Store,Cash,Completed,REP018
62258727-C07,2026-03-26,02:43:04,Tủ lạnh LG 300L,Appliances,14011750,2,15,4203525,23819975,Biên Hòa,In-Store,Cash,Completed,REP013
E69C6058-0E6,2025-10-04,17:24:56,Giày Nike Air Max,Footwear,3685353,3,0,0,11056059,Quy Nhơn,Reseller,Cash,Pending,REP005
5CEE90E5-DDC,2026-04-19,03:00:10,iPhone 15 Pro,Electronics,32858463,4,0,0,131433852,Hà Nội,In-Store,COD,Completed,REP015
3A55A0F0-FF8,2025-08-27,20:24:37,Sách lập trình Python,Books,258392,4,0,0,1033568,Biên Hòa,In-Store,Bank Transfer,Pending,REP012
78B662E9-B8E,2025-12-12,10:51:48,Mỹ phẩm Innisfree,Beauty,327712,1,0,0,327712,Hà Nội,Reseller,Cash,Completed,REP008
A663C188-E5F,2025-08-06,21:12:10,Máy giặt Samsung 9kg,Appliances,12110995,1,0,0,12110995,Nha Trang,Mobile App,Bank Transfer,Cancelled,REP017
1A0304A1-76C,2025-10-28,11:08:39,Giày Nike Air Max,Footwear,3816460,5,15,2862345,16219955,Cần Thơ,Online,COD,Cancelled,REP017
EC4DEBFE-88F,2026-02-11,10:26:11,Sách kinh doanh khởi nghiệp,Books,172239,3,0,0,516717,Biên Hòa,Online,Credit Card,Cancelled,REP016
210C7047-784,2026-05-27,04:22:03,Áo thun nam Uniqlo,Clothing,372162,3,20,223297,893189,Vũng Tàu,Online,Cash,Completed,REP017
D8D2080B-DA1,2026-04-12,18:12:27,Bàn làm việc gỗ,Furniture,2940845,1,5,147042,2793803,Hà Nội,Online,Bank Transfer,Completed,REP020
8C06CB53-9E8,2026-06-23,22:12:29,Giày Adidas Ultraboost,Footwear,4044580,3,0,0,12133740,Hải Phòng,Online,Bank Transfer,Pending,REP004
2E8A6EAE-350,2025-09-24,17:59:16,Mỹ phẩm Innisfree,Beauty,273133,1,0,0,273133,Vũng Tàu,Mobile App,E-Wallet,Completed,REP018
AA8EED37-3DA,2026-05-24,23:15:57,Laptop Dell XPS 15,Electronics,26662840,4,0,0,106651360,Biên Hòa,Online,Credit Card,Completed,REP009
ED421C30-851,2026-01-24,18:59:17,Máy giặt Samsung 9kg,Appliances,11027062,5,0,0,55135310,Hà Nội,In-Store,Credit Card,Completed,REP011
25675D14-E12,2026-07-04,13:23:00,Giày Nike Air Max,Footwear,3784055,5,20,3784055,15136220,Biên Hòa,In-Store,E-Wallet,Cancelled,REP005
AF8E333B-764,2026-01-31,14:27:49,Samsung Galaxy S24,Electronics,21148593,4,5,4229718,80364654,Quy Nhơn,Online,Bank Transfer,Pending,REP004
041ECFD8-965,2025-12-16,04:34:22,Giày Nike Air Max,Footwear,3499482,4,20,2799585,11198343,Quy Nhơn,Mobile App,Bank Transfer,Completed,REP003
5B9E991B-669,2026-05-27,10:20:36,Tủ lạnh LG 300L,Appliances,12087169,3,0,0,36261507,Vũng Tàu,Online,Credit Card,Pending,REP012
5BD11BB9-0E9,2026-04-11,00:30:20,Áo thun nam Uniqlo,Clothing,491296,4,0,0,1965184,Cần Thơ,In-Store,E-Wallet,Completed,REP009
A03C3BB1-58A,2026-02-09,01:22:34,Samsung Galaxy S24,Electronics,24448128,4,0,0,97792512,Biên Hòa,In-Store,Credit Card,Cancelled,REP014
6E405893-010,2026-05-18,19:34:53,Váy nữ form A,Clothing,676457,4,0,0,2705828,Huế,Mobile App,COD,Completed,REP010
6E7122C7-0EA,2025-07-10,07:00:07,Sách lập trình Python,Books,208761,3,5,31314,594969,Biên Hòa,Mobile App,COD,Completed,REP004
B963F471-83D,2025-12-24,23:30:48,Giày Adidas Ultraboost,Footwear,3974306,2,0,0,7948612,Vũng Tàu,Reseller,COD,Completed,REP002
55C4EE53-ED4,2025-12-23,16:32:58,Bàn làm việc gỗ,Furniture,2519041,1,15,377856,2141185,Biên Hòa,Mobile App,Credit Card,Completed,REP013
023130E0-98A,2025-08-23,09:03:48,Sách lập trình Python,Books,237468,4,0,0,949872,Biên Hòa,Online,Cash,Completed,REP011
B88A2917-11C,2026-03-20,23:45:43,Bàn làm việc gỗ,Furniture,3111990,2,15,933597,5290383,Quy Nhơn,Online,Credit Card,Completed,REP013
F896ACD0-E91,2025-07-16,14:20:52,Laptop Dell XPS 15,Electronics,25728835,5,15,19296626,109347549,TP. Hồ Chí Minh,Reseller,Credit Card,Completed,REP013
255AFD9D-E9A,2025-10-30,13:11:13,Giày Adidas Ultraboost,Footwear,4325131,4,0,0,17300524,Cần Thơ,In-Store,Bank Transfer,Cancelled,REP009
E7535A14-686,2026-03-23,13:30:39,Giày Nike Air Max,Footwear,3838667,4,10,1535466,13819202,Hải Phòng,In-Store,Bank Transfer,Completed,REP003
8DADBAF6-CD7,2025-08-24,17:23:35,Váy nữ form A,Clothing,595131,4,15,357078,2023446,Hải Phòng,Reseller,COD,Completed,REP018
83A90C77-015,2026-03-31,23:20:43,Bàn làm việc gỗ,Furniture,2823431,4,15,1694058,9599666,Hải Phòng,In-Store,Bank Transfer,Pending,REP014
9CD719D1-C35,2025-12-22,06:14:54,Áo thun nam Uniqlo,Clothing,391766,2,0,0,783532,Biên Hòa,Online,Cash,Completed,REP003
4575C783-EE4,2025-10-26,08:59:10,Máy giặt Samsung 9kg,Appliances,9532972,1,0,0,9532972,Hải Phòng,In-Store,E-Wallet,Pending,REP001
3F8CD5B8-F71,2026-05-08,18:32:41,Giày Nike Air Max,Footwear,3588601,2,0,0,7177202,TP. Hồ Chí Minh,Online,Bank Transfer,Completed,REP001
491A4747-BE7,2025-12-25,12:59:19,Váy nữ form A,Clothing,809846,3,15,364430,2065108,Biên Hòa,Online,Credit Card,Cancelled,REP002
CC83F782-1FB,2026-04-29,13:44:07,Ghế văn phòng ergonomic,Furniture,4090506,3,0,0,12271518,Huế,In-Store,Credit Card,Completed,REP001
EF65CF56-99E,2025-10-25,06:33:14,Laptop Dell XPS 15,Electronics,29085973,5,0,0,145429865,Huế,Reseller,Bank Transfer,Pending,REP017
6BFC5129-61C,2025-08-18,21:16:44,Tủ lạnh LG 300L,Appliances,11890028,2,20,4756011,19024045,Nha Trang,In-Store,COD,Completed,REP002
16BAAAA4-723,2025-07-13,16:27:06,Váy nữ form A,Clothing,774820,3,15,348669,1975791,Hà Nội,Online,Credit Card,Completed,REP013
66064986-CE1,2025-09-14,11:08:32,Giày Nike Air Max,Footwear,3789982,2,20,1515992,6063972,Huế,Online,Bank Transfer,Completed,REP013
AFC5C17A-42F,2026-07-02,11:08:36,Sách kinh doanh khởi nghiệp,Books,166505,4,5,33301,632719,Nha Trang,In-Store,Cash,Cancelled,REP006
2CD1CD74-AA0,2026-03-24,10:14:53,Mỹ phẩm Innisfree,Beauty,291388,1,10,29138,262250,Cần Thơ,In-Store,Credit Card,Completed,REP007
B190F4AF-B5D,2026-03-09,02:54:21,Ghế văn phòng ergonomic,Furniture,4941963,3,15,2223883,12602006,TP. Hồ Chí Minh,Reseller,Bank Transfer,Cancelled,REP008
D465C7F7-671,2026-01-28,18:04:19,iPhone 15 Pro,Electronics,22756483,2,0,0,45512966,Hải Phòng,In-Store,Cash,Completed,REP014
91B58ED5-EBE,2026-06-13,05:29:12,Laptop Dell XPS 15,Electronics,32546747,5,0,0,162733735,Đà Nẵng,Online,E-Wallet,Completed,REP018
7AF1B28A-003,2026-05-27,07:06:00,Bàn làm việc gỗ,Furniture,3098437,5,10,1549218,13942967,Hải Phòng,In-Store,Cash,Completed,REP016
297090BE-12E,2026-03-14,08:43:19,Áo thun nam Uniqlo,Clothing,490259,3,15,220616,1250161,Vũng Tàu,Online,COD,Completed,REP003
18539658-F87,2025-08-01,08:35:12,Tai nghe Sony WH-1000XM5,Electronics,9961946,3,10,2988583,26897255,TP. Hồ Chí Minh,In-Store,Cash,Cancelled,REP010
D4D504C7-291,2026-05-28,10:56:36,Laptop Dell XPS 15,Electronics,31873838,5,15,23905378,135463812,Nha Trang,Mobile App,E-Wallet,Pending,REP004
7E8CC1F9-8FC,2025-09-05,19:29:08,Samsung Galaxy S24,Electronics,24928308,5,0,0,124641540,TP. Hồ Chí Minh,In-Store,COD,Pending,REP002
4CF63616-995,2025-12-20,16:01:07,Ghế văn phòng ergonomic,Furniture,5133427,2,10,1026685,9240169,TP. Hồ Chí Minh,Online,Cash,Completed,REP003
EE9302BF-A4B,2026-02-25,15:06:17,Máy giặt Samsung 9kg,Appliances,8555317,5,0,0,42776585,TP. Hồ Chí Minh,Reseller,E-Wallet,Pending,REP011
