order_id,sale_date,sale_time,product_name,category,unit_price,quantity,discount_pct,discount_amount,total_amount,city,sales_channel,payment_method,status,sales_rep_id
C53BA0FD-01E,2025-10-16,19:48:58,iPhone 15 Pro,Electronics,30318777,5,15,22739082,128854803,Vũng Tàu,In-Store,Bank Transfer,Pending,REP009
62D6C7D5-20F,2025-12-20,11:59:34,Laptop Dell XPS 15,Electronics,33043438,3,0,0,99130314,Nha Trang,In-Store,Bank Transfer,Cancelled,REP006
B7EFB746-0E4,2026-03-18,15:15:53,Samsung Galaxy S24,Electronics,21382439,1,10,2138243,19244196,Quy Nhơn,In-Store,Bank Transfer,Completed,REP015
756D18A4-0DE,2026-05-19,08:12:28,iPhone 15 Pro,Electronics,30892607,3,0,0,92677821,Huế,Mobile App,Credit Card,Pending,REP008
F7E09F67-D5D,2025-09-28,21:12:02,Tủ lạnh LG 300L,Appliances,14270112,4,5,2854022,54226426,Huế,Mobile App,Cash,Completed,REP010
923026DD-80A,2025-07-09,01:51:38,Mỹ phẩm Innisfree,Beauty,343389,4,5,68677,1304879,Đà Nẵng,Online,E-Wallet,Completed,REP016
5D451F94-6AF,2025-07-10,09:21:12,Giày Adidas Ultraboost,Footwear,3123464,4,0,0,12493856,Huế,Mobile App,Bank Transfer,Completed,REP019
15A33930-2F7,2026-03-10,17:18:19,Ghế văn phòng ergonomic,Furniture,3643857,1,10,364385,3279472,Quy Nhơn,Online,E-Wallet,Pending,REP010
E1558232-D9F,2026-03-24,06:45:45,Giày Adidas Ultraboost,Footwear,3192386,2,20,1276954,5107818,Quy Nhơn,Mobile App,Credit Card,Cancelled,REP020
0DD78FC7-1AE,2025-10-06,02:01:15,Laptop Dell XPS 15,Electronics,29360325,1,10,2936032,26424293,Vũng Tàu,In-Store,Cash,Completed,REP014
7B596E7C-B53,2026-07-06,12:10:47,Váy nữ form A,Clothing,590283,4,0,0,2361132,Hà Nội,Online,Bank Transfer,Completed,REP018
EC83D244-AFA,2025-10-20,14:16:33,Samsung Galaxy S24,Electronics,19325351,3,20,11595210,46380843,Quy Nhơn,In-Store,E-Wallet,Completed,REP001
E18BF7D8-BF7,2025-09-09,17:15:42,iPhone 15 Pro,Electronics,33118594,3,0,0,99355782,Biên Hòa,Reseller,E-Wallet,Cancelled,REP015
945DE205-314,2026-05-24,14:20:58,Giày Adidas Ultraboost,Footwear,4201130,3,0,0,12603390,Quy Nhơn,Reseller,Credit Card,Cancelled,REP008
C78414EF-D2C,2026-04-07,23:01:19,Tủ lạnh LG 300L,Appliances,13480587,2,0,0,26961174,Hải Phòng,Online,E-Wallet,Cancelled,REP017
B021A9DB-2D6,2025-07-09,22:39:36,Bàn làm việc gỗ,Furniture,2365255,2,10,473051,4257459,Vũng Tàu,Mobile App,Cash,Completed,REP006
2843F643-D12,2025-10-12,15:22:35,Áo thun nam Uniqlo,Clothing,416957,1,0,0,416957,TP. Hồ Chí Minh,Online,COD,Completed,REP017
F05E9741-657,2026-05-03,03:10:17,Tai nghe Sony WH-1000XM5,Electronics,9139888,2,5,913988,17365788,Cần Thơ,In-Store,COD,Cancelled,REP006
C7A8ABDF-F33,2026-04-25,13:17:21,Sách kinh doanh khởi nghiệp,Books,179543,1,0,0,179543,Đà Nẵng,In-Store,COD,Completed,REP010
77F0A396-E37,2026-06-07,05:58:12,Laptop Dell XPS 15,Electronics,35175111,4,0,0,140700444,Huế,Reseller,Bank Transfer,Cancelled,REP012
E8D895C8-D81,2026-04-22,22:30:36,Ghế văn phòng ergonomic,Furniture,4377670,2,0,0,8755340,Quy Nhơn,In-Store,E-Wallet,Completed,REP012
A7D37030-B61,2026-04-21,06:18:09,Mỹ phẩm Innisfree,Beauty,284762,3,20,170857,683429,Vũng Tàu,In-Store,Cash,Completed,REP015
1C5CA1B8-F24,2026-04-02,19:26:01,Sách lập trình Python,Books,228622,5,0,0,1143110,Cần Thơ,Reseller,Bank Transfer,Completed,REP002
51E1B4BF-1C0,2026-07-06,08:09:30,Giày Adidas Ultraboost,Footwear,3776837,3,0,0,11330511,Quy Nhơn,Reseller,E-Wallet,Completed,REP009
4919E161-12E,2026-01-11,12:12:32,iPhone 15 Pro,Electronics,30499845,5,5,7624961,144874264,Vũng Tàu,Online,Credit Card,Completed,REP014
FD7B37F8-D43,2026-04-12,13:03:00,Samsung Galaxy S24,Electronics,17978282,3,0,0,53934846,Quy Nhơn,In-Store,COD,Completed,REP011
6F967258-8C8,2025-08-30,08:59:41,Áo thun nam Uniqlo,Clothing,394220,1,10,39422,354798,Huế,Reseller,Cash,Pending,REP012
9B2D14A8-A0E,2025-11-01,09:36:42,Tủ lạnh LG 300L,Appliances,9762203,2,5,976220,18548186,Cần Thơ,In-Store,E-Wallet,Completed,REP002
7C6E2FBC-F19,2026-02-20,12:12:39,Tai nghe Sony WH-1000XM5,Electronics,7383591,4,0,0,29534364,TP. Hồ Chí Minh,In-Store,E-Wallet,Cancelled,REP004
4686FE82-907,2025-07-22,00:40:25,Áo thun nam Uniqlo,Clothing,428308,3,0,0,1284924,Huế,Reseller,COD,Cancelled,REP010
0E5D33A0-51D,2026-04-01,12:08:33,Mỹ phẩm Innisfree,Beauty,366189,3,15,164785,933782,Biên Hòa,Online,Cash,Completed,REP014
AEF01061-EE2,2025-08-27,06:52:36,Áo thun nam Uniqlo,Clothing,534066,3,0,0,1602198,Hải Phòng,In-Store,Cash,Completed,REP017
E5C8F9C2-553,2026-06-30,09:55:16,Máy giặt Samsung 9kg,Appliances,9242379,1,0,0,9242379,Nha Trang,Online,E-Wallet,Completed,REP019
CD2F2773-62F,2026-06-02,03:40:04,Sách lập trình Python,Books,286129,5,15,214596,1216049,Hà Nội,Reseller,E-Wallet,Completed,REP015
DD5F8CE6-07B,2026-02-12,04:00:26,Tai nghe Sony WH-1000XM5,Electronics,9371408,2,0,0,18742816,Cần Thơ,Online,Credit Card,Completed,REP008
935FA740-B42,2025-11-03,13:24:03,Sách lập trình Python,Books,267391,5,10,133695,1203260,Cần Thơ,Online,E-Wallet,Cancelled,REP011
D475C0F3-99D,2026-04-04,10:44:28,Ghế văn phòng ergonomic,Furniture,5141093,3,0,0,15423279,Huế,In-Store,Bank Transfer,Cancelled,REP014
36B2C5C8-AB4,2026-02-21,01:24:58,Mỹ phẩm Innisfree,Beauty,298463,1,0,0,298463,Biên Hòa,Reseller,Cash,Pending,REP001
D6A7F5B3-129,2025-11-24,05:05:08,Tai nghe Sony WH-1000XM5,Electronics,9490813,5,0,0,47454065,TP. Hồ Chí Minh,Mobile App,COD,Completed,REP013
332964FD-9D9,2026-01-17,18:11:34,Samsung Galaxy S24,Electronics,17883969,4,5,3576793,67959083,Đà Nẵng,Reseller,E-Wallet,Completed,REP013
42DF77BD-926,2026-06-05,17:20:00,Tủ lạnh LG 300L,Appliances,10637918,1,5,531895,10106023,Nha Trang,Mobile App,COD,Completed,REP009
E50DA4F6-EA9,2025-11-08,16:44:28,Giày Nike Air Max,Footwear,3651238,1,20,730247,2920991,Quy Nhơn,Mobile App,Credit Card,Pending,REP012
3258A2B7-5C1,2026-06-03,08:08:33,Máy giặt Samsung 9kg,Appliances,9866785,2,0,0,19733570,Đà Nẵng,In-Store,COD,Completed,REP001
F6531B64-625,2026-01-27,20:12:40,Ghế văn phòng ergonomic,Furniture,4949566,2,5,494956,9404176,Cần Thơ,Online,Bank Transfer,Cancelled,REP012
8E8C6DB0-340,2025-07-21,00:20:04,Bàn làm việc gỗ,Furniture,3187757,4,0,0,12751028,Hải Phòng,Mobile App,Cash,Completed,REP013
9F149348-959,2025-08-04,06:50:18,Giày Adidas Ultraboost,Footwear,3049786,5,5,762446,14486484,Quy Nhơn,Mobile App,COD,Cancelled,REP018
662E1D4F-A41,2025-08-30,22:44:47,Tai nghe Sony WH-1000XM5,Electronics,8645443,4,0,0,34581772,Nha Trang,Reseller,COD,Completed,REP006
5BB3DA22-FE8,2026-06-10,01:10:24,Mỹ phẩm Innisfree,Beauty,272989,3,0,0,818967,TP. Hồ Chí Minh,Online,Cash,Completed,REP002
36D4DB11-A0E,2026-04-05,12:55:54,Samsung Galaxy S24,Electronics,22583616,3,0,0,67750848,Vũng Tàu,In-Store,Cash,Completed,REP014
EE4DEE2C-D42,2026-02-23,17:54:21,Mỹ phẩm Innisfree,Beauty,370844,1,5,18542,352302,Vũng Tàu,Reseller,E-Wallet,Completed,REP004
F543F470-744,2025-12-06,01:59:04,iPhone 15 Pro,Electronics,28338862,1,0,0,28338862,Huế,In-Store,E-Wallet,Pending,REP017
DA4D9730-FC2,2025-10-27,08:36:40,Sách kinh doanh khởi nghiệp,Books,144853,5,20,144853,579412,Cần Thơ,Mobile App,E-Wallet,Cancelled,REP007
C03988EE-83A,2025-11-13,23:18:07,Tủ lạnh LG 300L,Appliances,13536991,3,0,0,40610973,TP. Hồ Chí Minh,Reseller,Bank Transfer,Cancelled,REP005
40235590-84E,2025-10-31,19:57:17,Tủ lạnh LG 300L,Appliances,13206731,2,10,2641346,23772116,Cần Thơ,Online,Credit Card,Pending,REP006
DE0423D3-FE5,2025-08-26,00:31:21,Tủ lạnh LG 300L,Appliances,14013651,5,20,14013651,56054604,Huế,In-Store,Credit Card,Completed,REP004
